job_title,company_location,datePublication,job_category,city,country
Data Analysis and Data Expert,Cairo Egypt,2022-11-15,Expert Data Engineer,Cairo,Egypt
Web Data Analyst,South East South-East District Botswana,2022-11-13,Data Analyst,South East South-East District Botswana,Unknown
ETL and Data Quality Analyst,Accra Greater Accra Region Ghana,2022-11-22,Data Analyst,Accra Greater Accra Region,Ghana
Data Entry and Research Analyst,Cape Town Western Cape South Africa,2022-11-08,Data Analyst,Cape Town Western Cape,South Africa
Data Entry and Research Analyst,Cape Town Western Cape South Africa,2022-11-15,Data Analyst,Cape Town Western Cape,South Africa
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-07,Data Analyst,City of Johannesburg Gauteng,South Africa
Junior Data Analyst,Marondera Mashonaland East Province Zimbabwe,2022-11-11,Junior Data Analyst,Marondera Mashonaland East Province Zimbabwe,Unknown
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-03,Data Analyst,City of Johannesburg Gauteng,South Africa
Junior Data Analyst,Johannesburg Gauteng South Africa,2022-11-04,Junior Data Analyst,Johannesburg Gauteng,South Africa
Junior Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-04,Junior Data Analyst,City of Johannesburg Gauteng,South Africa
Data Analyst,Cairo Cairo Egypt,2022-11-07,Data Analyst,Cairo Cairo,Egypt
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-01,Data Analyst,City of Johannesburg Gauteng,South Africa
Data Customer Analyst,Western Cape South Africa,2022-11-09,Data Analyst,Western Cape,South Africa
Commercial Data Analyst,Cape Town Western Cape South Africa,2022-11-21,Data Analyst,Cape Town Western Cape,South Africa
Data Analyst,Johannesburg Metropolitan Area,2022-11-18,Data Analyst,Johannesburg Metropolitan Area,Unknown
Data Analyst,South East South-East District Botswana,2022-11-21,Data Analyst,South East South-East District Botswana,Unknown
Data Analyst,Johannesburg Metropolitan Area,2022-11-17,Data Analyst,Johannesburg Metropolitan Area,Unknown
Reporting and Data Analyst,Egypt,2022-11-17,Data Analyst,Egypt,Unknown
Data Analyst,Johannesburg Gauteng South Africa,2022-11-16,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst/Developer,Gauteng South Africa,2022-11-21,Developer,Gauteng,South Africa
Forensics Data Analyst,Johannesburg Metropolitan Area,2022-10-27,Data Analyst,Johannesburg Metropolitan Area,Unknown
Data Analyst,Nzalae/ Nzawa locations Kitui County Kenya,2022-11-08,Data Analyst,Nzalae/ Nzawa locations Kitui County,Kenya
Data Intelligence Analyst,Lagos Lagos State Nigeria,2022-10-23,Data Analyst,Lagos Lagos State,Nigeria
Data Analyst (Power BI & Python/R),Bamako Bamako Mali,2022-11-21,Business Intelligence Analyst,Bamako Bamako Mali,Unknown
Data Analyst (H/F),Mechouar Casablanca-Settat Morocco,2022-11-11,Data Analyst,Mechouar Casablanca-Settat,Morocco
Data Analysis and Data Expert,Cairo Egypt,2022-11-15,Expert Data Engineer,Cairo,Egypt
Web Data Analyst,South East South-East District Botswana,2022-11-13,Data Analyst,South East South-East District Botswana,Unknown
ETL and Data Quality Analyst,Accra Greater Accra Region Ghana,2022-11-22,Data Analyst,Accra Greater Accra Region,Ghana
Data Entry and Research Analyst,Cape Town Western Cape South Africa,2022-11-08,Data Analyst,Cape Town Western Cape,South Africa
Data Entry and Research Analyst,Cape Town Western Cape South Africa,2022-11-15,Data Analyst,Cape Town Western Cape,South Africa
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-07,Data Analyst,City of Johannesburg Gauteng,South Africa
Junior Data Analyst,Marondera Mashonaland East Province Zimbabwe,2022-11-11,Junior Data Analyst,Marondera Mashonaland East Province Zimbabwe,Unknown
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-03,Data Analyst,City of Johannesburg Gauteng,South Africa
Junior Data Analyst,Johannesburg Gauteng South Africa,2022-11-04,Junior Data Analyst,Johannesburg Gauteng,South Africa
Junior Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-04,Junior Data Analyst,City of Johannesburg Gauteng,South Africa
Data Analyst,Cairo Cairo Egypt,2022-11-07,Data Analyst,Cairo Cairo,Egypt
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-01,Data Analyst,City of Johannesburg Gauteng,South Africa
Data Customer Analyst,Western Cape South Africa,2022-11-09,Data Analyst,Western Cape,South Africa
Commercial Data Analyst,Cape Town Western Cape South Africa,2022-11-21,Data Analyst,Cape Town Western Cape,South Africa
Data Analyst,Johannesburg Metropolitan Area,2022-11-18,Data Analyst,Johannesburg Metropolitan Area,Unknown
Data Analyst,South East South-East District Botswana,2022-11-21,Data Analyst,South East South-East District Botswana,Unknown
Data Analyst,Johannesburg Metropolitan Area,2022-11-17,Data Analyst,Johannesburg Metropolitan Area,Unknown
Reporting and Data Analyst,Egypt,2022-11-17,Data Analyst,Egypt,Unknown
Data Analyst,Johannesburg Gauteng South Africa,2022-11-16,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst/Developer,Gauteng South Africa,2022-11-21,Developer,Gauteng,South Africa
Forensics Data Analyst,Johannesburg Metropolitan Area,2022-10-27,Data Analyst,Johannesburg Metropolitan Area,Unknown
Data Analyst,Nzalae/ Nzawa locations Kitui County Kenya,2022-11-08,Data Analyst,Nzalae/ Nzawa locations Kitui County,Kenya
Data Intelligence Analyst,Lagos Lagos State Nigeria,2022-10-23,Data Analyst,Lagos Lagos State,Nigeria
Data Analyst (Power BI & Python/R),Bamako Bamako Mali,2022-11-21,Business Intelligence Analyst,Bamako Bamako Mali,Unknown
Data Analyst (H/F),Mechouar Casablanca-Settat Morocco,2022-11-11,Data Analyst,Mechouar Casablanca-Settat,Morocco
Data Analysis and Data Expert,Cairo Egypt,2022-11-15,Expert Data Engineer,Cairo,Egypt
Web Data Analyst,South East South-East District Botswana,2022-11-13,Data Analyst,South East South-East District Botswana,Unknown
ETL and Data Quality Analyst,Accra Greater Accra Region Ghana,2022-11-22,Data Analyst,Accra Greater Accra Region,Ghana
Data Entry and Research Analyst,Cape Town Western Cape South Africa,2022-11-08,Data Analyst,Cape Town Western Cape,South Africa
Data Entry and Research Analyst,Cape Town Western Cape South Africa,2022-11-15,Data Analyst,Cape Town Western Cape,South Africa
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-07,Data Analyst,City of Johannesburg Gauteng,South Africa
Junior Data Analyst,Marondera Mashonaland East Province Zimbabwe,2022-11-11,Junior Data Analyst,Marondera Mashonaland East Province Zimbabwe,Unknown
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-03,Data Analyst,City of Johannesburg Gauteng,South Africa
Junior Data Analyst,Johannesburg Gauteng South Africa,2022-11-04,Junior Data Analyst,Johannesburg Gauteng,South Africa
Junior Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-04,Junior Data Analyst,City of Johannesburg Gauteng,South Africa
Data Analyst,Cairo Cairo Egypt,2022-11-07,Data Analyst,Cairo Cairo,Egypt
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-01,Data Analyst,City of Johannesburg Gauteng,South Africa
Data Customer Analyst,Western Cape South Africa,2022-11-09,Data Analyst,Western Cape,South Africa
Commercial Data Analyst,Cape Town Western Cape South Africa,2022-11-21,Data Analyst,Cape Town Western Cape,South Africa
Data Analyst,Johannesburg Metropolitan Area,2022-11-18,Data Analyst,Johannesburg Metropolitan Area,Unknown
Data Analyst,South East South-East District Botswana,2022-11-21,Data Analyst,South East South-East District Botswana,Unknown
Data Analyst,Johannesburg Metropolitan Area,2022-11-17,Data Analyst,Johannesburg Metropolitan Area,Unknown
Reporting and Data Analyst,Egypt,2022-11-17,Data Analyst,Egypt,Unknown
Data Analyst,Johannesburg Gauteng South Africa,2022-11-16,Data Analyst,Johannesburg Gauteng,South Africa
Merchandise Data Analyst (Fashion Retail),Lagos Lagos State Nigeria,2022-11-17,Data Analyst,Lagos Lagos State,Nigeria
Data Analyst/Developer,Gauteng South Africa,2022-11-21,Developer,Gauteng,South Africa
Forensics Data Analyst,Johannesburg Metropolitan Area,2022-10-27,Data Analyst,Johannesburg Metropolitan Area,Unknown
Data Analyst,Nzalae/ Nzawa locations Kitui County Kenya,2022-11-08,Data Analyst,Nzalae/ Nzawa locations Kitui County,Kenya
Data Analyst (Power BI & Python/R),Bamako Bamako Mali,2022-11-21,Business Intelligence Analyst,Bamako Bamako Mali,Unknown
Data Analyst (H/F),Mechouar Casablanca-Settat Morocco,2022-11-11,Data Analyst,Mechouar Casablanca-Settat,Morocco
Data Intelligence Analyst,Lagos Lagos State Nigeria,2022-10-23,Data Analyst,Lagos Lagos State,Nigeria
Data Analysis and Data Expert,Cairo Egypt,2022-11-15,Expert Data Engineer,Cairo,Egypt
Web Data Analyst,South East South-East District Botswana,2022-11-13,Data Analyst,South East South-East District Botswana,Unknown
ETL and Data Quality Analyst,Accra Greater Accra Region Ghana,2022-11-22,Data Analyst,Accra Greater Accra Region,Ghana
Insights Analyst,South East South-East District Botswana,2022-11-17,Data Analyst,South East South-East District Botswana,Unknown
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-07,Data Analyst,City of Johannesburg Gauteng,South Africa
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-03,Data Analyst,City of Johannesburg Gauteng,South Africa
Junior Data Analyst,Johannesburg Gauteng South Africa,2022-11-04,Junior Data Analyst,Johannesburg Gauteng,South Africa
Junior Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-04,Junior Data Analyst,City of Johannesburg Gauteng,South Africa
Data Analyst,Cairo Cairo Egypt,2022-11-07,Data Analyst,Cairo Cairo,Egypt
Junior Data Analyst,Marondera Mashonaland East Province Zimbabwe,2022-11-11,Junior Data Analyst,Marondera Mashonaland East Province Zimbabwe,Unknown
Data Analyst,South East South-East District Botswana,2022-11-21,Data Analyst,South East South-East District Botswana,Unknown
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-01,Data Analyst,City of Johannesburg Gauteng,South Africa
Data Customer Analyst,Western Cape South Africa,2022-11-09,Data Analyst,Western Cape,South Africa
Commercial Data Analyst,Cape Town Western Cape South Africa,2022-11-21,Data Analyst,Cape Town Western Cape,South Africa
Data Analyst,Johannesburg Metropolitan Area,2022-11-18,Data Analyst,Johannesburg Metropolitan Area,Unknown
Data Analyst,Johannesburg Metropolitan Area,2022-11-17,Data Analyst,Johannesburg Metropolitan Area,Unknown
Reporting and Data Analyst,Egypt,2022-11-17,Data Analyst,Egypt,Unknown
Data Analyst,Johannesburg Gauteng South Africa,2022-11-16,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst/Developer,Gauteng South Africa,2022-11-21,Developer,Gauteng,South Africa
Forensics Data Analyst,Johannesburg Metropolitan Area,2022-10-27,Data Analyst,Johannesburg Metropolitan Area,Unknown
Data Intelligence Analyst,Lagos Lagos State Nigeria,2022-10-23,Data Analyst,Lagos Lagos State,Nigeria
Data Analyst,Nzalae/ Nzawa locations Kitui County Kenya,2022-11-08,Data Analyst,Nzalae/ Nzawa locations Kitui County,Kenya
Data Analyst (Power BI & Python/R),Bamako Bamako Mali,2022-11-21,Business Intelligence Analyst,Bamako Bamako Mali,Unknown
Data Analyst (H/F),Mechouar Casablanca-Settat Morocco,2022-11-11,Data Analyst,Mechouar Casablanca-Settat,Morocco
Data Analysis and Data Expert,Cairo Egypt,2022-11-15,Expert Data Engineer,Cairo,Egypt
HR Data Analyst,South East South-East District Botswana,2022-10-20,Data Analyst,South East South-East District Botswana,Unknown
Web Data Analyst,South East South-East District Botswana,2022-11-13,Data Analyst,South East South-East District Botswana,Unknown
ETL and Data Quality Analyst,Accra Greater Accra Region Ghana,2022-11-22,Data Analyst,Accra Greater Accra Region,Ghana
Finance Data Analyst,South East South-East District Botswana,2022-11-11,Data Analyst,South East South-East District Botswana,Unknown
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-07,Data Analyst,City of Johannesburg Gauteng,South Africa
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-03,Data Analyst,City of Johannesburg Gauteng,South Africa
Junior Data Analyst,Johannesburg Gauteng South Africa,2022-11-04,Junior Data Analyst,Johannesburg Gauteng,South Africa
Junior Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-04,Junior Data Analyst,City of Johannesburg Gauteng,South Africa
Data Analyst,Cairo Cairo Egypt,2022-11-07,Data Analyst,Cairo Cairo,Egypt
Junior Data Analyst,Marondera Mashonaland East Province Zimbabwe,2022-11-11,Junior Data Analyst,Marondera Mashonaland East Province Zimbabwe,Unknown
Data Analyst,South East South-East District Botswana,2022-11-21,Data Analyst,South East South-East District Botswana,Unknown
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-01,Data Analyst,City of Johannesburg Gauteng,South Africa
Data Customer Analyst,Western Cape South Africa,2022-11-09,Data Analyst,Western Cape,South Africa
Commercial Data Analyst,Cape Town Western Cape South Africa,2022-11-21,Data Analyst,Cape Town Western Cape,South Africa
Data Analyst,Johannesburg Metropolitan Area,2022-11-18,Data Analyst,Johannesburg Metropolitan Area,Unknown
Data Analyst,Johannesburg Metropolitan Area,2022-11-17,Data Analyst,Johannesburg Metropolitan Area,Unknown
Reporting and Data Analyst,Egypt,2022-11-17,Data Analyst,Egypt,Unknown
Data Analyst,Johannesburg Gauteng South Africa,2022-11-16,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst/Developer,Gauteng South Africa,2022-11-21,Developer,Gauteng,South Africa
Forensics Data Analyst,Johannesburg Metropolitan Area,2022-10-27,Data Analyst,Johannesburg Metropolitan Area,Unknown
Data Intelligence Analyst,Lagos Lagos State Nigeria,2022-10-23,Data Analyst,Lagos Lagos State,Nigeria
Data Analyst,Nzalae/ Nzawa locations Kitui County Kenya,2022-11-08,Data Analyst,Nzalae/ Nzawa locations Kitui County,Kenya
Data Analyst (Power BI & Python/R),Bamako Bamako Mali,2022-11-21,Business Intelligence Analyst,Bamako Bamako Mali,Unknown
Data Analyst (H/F),Mechouar Casablanca-Settat Morocco,2022-11-11,Data Analyst,Mechouar Casablanca-Settat,Morocco
Data Analysis and Data Expert,Cairo Egypt,2022-11-15,Expert Data Engineer,Cairo,Egypt
HR Data Analyst,South East South-East District Botswana,2022-10-20,Data Analyst,South East South-East District Botswana,Unknown
Web Data Analyst,South East South-East District Botswana,2022-11-13,Data Analyst,South East South-East District Botswana,Unknown
BI Data Analyst,Johannesburg Metropolitan Area,2022-11-23,Business Intelligence Analyst,Johannesburg Metropolitan Area,Unknown
ETL and Data Quality Analyst,Accra Greater Accra Region Ghana,2022-11-22,Data Analyst,Accra Greater Accra Region,Ghana
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-07,Data Analyst,City of Johannesburg Gauteng,South Africa
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-03,Data Analyst,City of Johannesburg Gauteng,South Africa
Junior Data Analyst,Johannesburg Gauteng South Africa,2022-11-04,Junior Data Analyst,Johannesburg Gauteng,South Africa
Junior Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-04,Junior Data Analyst,City of Johannesburg Gauteng,South Africa
Data Analyst,Cairo Cairo Egypt,2022-11-07,Data Analyst,Cairo Cairo,Egypt
Junior Data Analyst,Marondera Mashonaland East Province Zimbabwe,2022-11-11,Junior Data Analyst,Marondera Mashonaland East Province Zimbabwe,Unknown
Data Analyst,South East South-East District Botswana,2022-11-21,Data Analyst,South East South-East District Botswana,Unknown
Data Analyst,City of Johannesburg Gauteng South Africa,2022-11-01,Data Analyst,City of Johannesburg Gauteng,South Africa
Data Customer Analyst,Western Cape South Africa,2022-11-09,Data Analyst,Western Cape,South Africa
Commercial Data Analyst,Cape Town Western Cape South Africa,2022-11-21,Data Analyst,Cape Town Western Cape,South Africa
Data Analyst,Johannesburg Metropolitan Area,2022-11-18,Data Analyst,Johannesburg Metropolitan Area,Unknown
Data Analyst,Johannesburg Metropolitan Area,2022-11-17,Data Analyst,Johannesburg Metropolitan Area,Unknown
Reporting and Data Analyst,Egypt,2022-11-17,Data Analyst,Egypt,Unknown
Data Analyst,Johannesburg Gauteng South Africa,2022-11-16,Data Analyst,Johannesburg Gauteng,South Africa
Data Analyst/Developer,Gauteng South Africa,2022-11-21,Developer,Gauteng,South Africa
Forensics Data Analyst,Johannesburg Metropolitan Area,2022-10-27,Data Analyst,Johannesburg Metropolitan Area,Unknown
Data Intelligence Analyst,Lagos Lagos State Nigeria,2022-10-23,Data Analyst,Lagos Lagos State,Nigeria
Data Analyst,Nzalae/ Nzawa locations Kitui County Kenya,2022-11-08,Data Analyst,Nzalae/ Nzawa locations Kitui County,Kenya
Data Analyst (Power BI & Python/R),Bamako Bamako Mali,2022-11-21,Business Intelligence Analyst,Bamako Bamako Mali,Unknown
Data Analyst (H/F),Mechouar Casablanca-Settat Morocco,2022-11-11,Data Analyst,Mechouar Casablanca-Settat,Morocco
Data Analysis and Data Expert,Cairo Egypt,2022-11-15,Expert Data Engineer,Cairo,Egypt
